b_Regneville,Regnéville
b_selkirk,Selkirk
b_selmana,Selmána
b_selmecbanya,Selmecbánya
b_selpils,Selburg
b_selsey,Selsey
b_selva,Solvi
b_selymbria,Selymbria
b_semender,Semender
b_semien,Semien
b_semikarakary,Semikarakorskaya
b_semna,Semna
b_sempte,Sempte
b_semur,Semur
b_senergues,Senèrgas
b_senigallia,Senigallia
b_senj,Senj
b_senlis,Senlis
b_senliscastle,Château de Senlis
b_senonche,Senonche
b_sens,Sens
b_sensburg,Sensburg
b_seponto,Seponto
b_sepphoria,La Saforie
b_seprio,Seprio
b_septeme,Septème
b_sepulveda,Sepúlveda
b_serbkaolivia,Serbka
b_serensk,Serensk
b_sergiyevposad,Troice-Sergieva
b_sermide,Sermide
b_sernancelhe,Sernancelhe
b_serpa,Serpa
b_serpeysk,Serpeysk
b_serpukhov,Serpukhov
b_serralunga,Serralunga
b_serres,Serrai
b_servia,Servia
b_sesatver,Sesa
b_sesimbra,Sesimbra
b_sestao,Sestao
b_sesuoliai,Šešuoliai
b_seti,Seti
b_setif,Satíf
b_settimo,Settimo
b_setubal,Setúbal
b_sevanavank,Sevanavank
b_severin,Severin
b_sevilla,Sevilla
b_sevimoron,Sevimoron
b_sevsk,Sevsk
b_seydifsjord,Seyðisfjörður
b_sezzadio,Sezze
b_sezze,Sezze
b_sfax,Sfax
b_sgravenhage,s-Gravenhage
b_shabaran,Šabaran
b_shafia,Shafia
b_shaftesbury,Shaftesbury
b_shahba,Shahba
b_shahrazur,Shahrazur
b_shaki,Shaki
b_shalamba,Shalamba
b_shamiran,Shamírán
b_shamkhal,Shamkhal
b_shamkhor,Šamkhor
b_shapurkhwast,Shápúrkhwást
b_shaqlawa,Shaqlabad
b_shaqqa,Shaqqa
b_sharshal,Sharshal
b_shartura,Satura
b_sharukan,Sharukan
b_sharuva,Sharuvá
b_sharuyaz,Shárúyáz
b_shash,Shásh
b_shata,Shatá
b_shatanul,Shatanúl
b_shatili,Shatili
b_shavgar,Shavgár
b_shchuchyn,Šciutinas
b_sheffield,Sheffield
b_sheikhdaud,Sheik Daud
b_sheksna,Nikolskoye
b_shelji,Shelji
b_shenako,Shenako
b_shendi,Shendi
b_shenkursk,Šenkursk
b_sherborne,Sherborne
b_sherda,Sherda
b_shertogenbosch,s-Hertogenbosch
b_shewa,Shewa
b_shibam,Shibam
b_shibamsanaa,Kawkaban
b_shihr,Shihr
b_shilovo,Silov
b_shiqqabanariya,Shiqqa Banáriya
b_shiraz,Shíráz
b_shirburn,Shirburn
b_shiz,Shiz
b_shmemiscastle,Qal'at al-Shmami
b_shorapani,Shorapani
b_shotwick,Shotwick
b_showak,Showak
b_shrewsbury,Shrewsbury
b_shrule,Shrule
b_shuman,Shúmán
b_shumen,Shumen
b_shumsk,Sumsk
b_shurmin,Shurmín
b_shutb,Shutb
b_shuturket,Shuturket
b_shuya,Suja
b_sianow,Zanow
b_siauliai,Šiauliai
b_sibenik,Sibenik
b_sibi,Sibi
b_sibi_india,Sibi
b_side,Side
b_siderokastron,Siderokastron
b_siderokastronthessaly,Siderokastron
b_sidiakacha,Sidi Akacha
b_sidibelabbes,Sídí Bu 'l-'Abbás
b_sidiheg,Sidi Heg
b_sidiokba,Sídí 'Uqba
b_sidirahhal,Sidi Rahhál
b_sidon,Sidon
b_sieciechow,Sieciehów
b_siegen,Siegen
b_siena,Siena
b_sieradz,Sieradz
b_sierpc,Sirpe
b_siesikai,Siesikai
b_sighnaghi,Sighnaghi
b_sighnaq,Sighnáq
b_sigmaringen,Sigmaringen
b_signylabbeye,Signy
b_siguenza,Sigüenza
b_siguiri,Siguiri
b_sigulda,Segewold
b_siird,Si'ird
b_sijilmasa,Sijilmása
b_sikasso,Sikasso
b_siklos,Siklós
b_silistra,Drastar
b_silla,Silla
b_silokarciama,Šilokarciama
b_silos,Silos
b_silven,Silven
b_silves,Silves
b_silvio,Silvio
b_simand,Simánd
b_simbirsk_ulyanovsk,Simbirsk
b_simmern,Simmern
b_simnan,Semnán
b_simontornya,Simontornya
b_sindelfingen,Sindelfingen
b_sine,Sine
b_sines,Sines
b_siniz,Síníz
b_sinj,Sinj
b_sinkat,Sinkat
b_sinope,Sinope
b_sint_winoksbergen,Sint Winoksbergen
b_sintra,Sintra
b_sioni,Sioni
b_sipan,Sipan
b_sipoo,Sibbesborg
b_siraf,Síráf
b_sirawan,Sirawán
b_sirekopinge,Sygrithekiøp
b_sirjan,Sírján
b_sirmione,Sirmione
b_sis,Sision
b_sisak,Sisak
b_sisteron,Sisteron
b_sitia,Seteia
b_sitten,Sitten
b_sittich,Sittich
b_siuntio,Sjundeå
b_siwa,Siwa
b_sjenica,Sjenica
b_sjundbyn,Sjundby
b_skadar,Skadar
b_skaistklane,Schönberg
b_skalapodilska,Skala
b_skalholt,Skálholt
b_skanderborg,Scandburgh
b_skaneor,Scanør
b_skarsholm,Skarsioholm
b_skhalta,Skhalta
b_skidlius,Skidlius
b_skien,Skiða
b_skipsea,Skipsea
b_skipton,Skipton
b_skiringssal,Skíringssalr
b_skive,Skhiuægarthæ
b_skodborg,Skodbwrgh
b_skopelos,Skopelos
b_skopin,Lilharevo
b_skopje,Skoplje
b_skradin,Skradin
b_skrunda,Schrunden
b_skulte,Skulte
b_skwierzyna,Skwierzyna
b_skyros,Skyros
b_slankamen,Zalankemen
b_slano,Slano
b_slany,Slany
b_slatina,Slatina
b_slatina_zagorje,Zalathnok
b_slauharad,Propoisk
b_slawno,Schlawe
b_slazialea,Slazialea
b_sleaford,Sleaford
b_slesvig,Slæswigh
b_sleza,Sleza
b_sliema,Tas-Sliema
b_sligo,Sligo
b_slonim,Slonim
b_slonsk,Sonnenburg
b_slonsk_ciechocinek,Slonsk
b_slupsk,Stolp
b_slutsk,Slutsk
b_smederevo,Smederevo
b_smiltene,Smilten
b_smolensk,Smolensk
b_smyrna,Smyrna
b_snagov,Snagov
b_snityn,Soknjatin
b_snykrode,Snykorde
b_soba,Soba
b_sochaczew,Sochaczew
b_soeborg,Syoburgh
b_soerum,Suðrheimr
b_soest,Soest
b_sofia,Sredets
b_sogliano,Sogliano
b_sohar,Suhar
b_soignies,Soignies
b_sokal,Sokal
b_sokilets,Sokolec
b_sokna,Sokna
b_sokolak,Sokolec
b_sokoto,Sokoto
b_sola,Sóli
b_solcyn,Sol'cy
b_soldin,Soldin
b_soleto,Soleto
b_soli,Soli
b_solia,Soloi
b_soligalich,Sol'-Galitsky
b_solikamsk,Sovkar
b_solin,Solin
b_sollum,Sullum
b_solms,Solms
b_solnechnaya,Solnechnaya
b_solothurn,Solothurn
b_solovetsky,Solovetsky
b_solsona,Solsona
b_solt,Solt
b_solvesborg,Siluisborgh
b_solvychegodsk,Sov-dor
b_somelindet,Somelindet
b_somerton,Somerton
b_somlovar,Somlóvár
b_somogyvar,Somogyvár
b_soncino,Soncino
b_sonderborg,Syndræburgh
b_sondrio,Sondrio
b_sonneberg,Sonneberg
b_sonning,Sunning
b_sontra,Sontra
b_sopot,Sopotos
b_sopron,Sopron
b_sora,Sora
b_soria,Soria
b_soroca,Soroca
b_soroe,Sor
b_sorrento,Sorrento
b_sort,Sort
b_sortavala,Sordavala
b_sosnytsia,Sosnica
b_soso,Soso
b_sotkamo,Sotkamo
b_soua,Soua
b_souf,Souf
b_soure,Soure
b_sours,Sours
b_sousse,Súsa
b_southampton,Hampton
b_southwark,Southwark
b_southwell,Southwell
b_sovana,Sovana
b_sozopol,Sozopol
b_sozopolis,Sozopolis
b_spangereid,Spangareið
b_spantortosa,Tortosa
b_sparvara,Sparvara
b_spasopreobrazenskij,Spaso Preobrazhenskiy
b_spasoyakovlevsky,Svyatoslavle Pole
b_spass_demensk,Demensk
b_spassk,Vaskina
b_spasskij,Spasskiy
b_speinshart,Speinshart
b_sper,Sper
b_speyer,Speyer
b_spielberg,Spielberg
b_spilimbergo,Spilimbergo
b_spinarizza,Spinarizza
b_spitzenberg,Spitzenberg
b_split,Split
b_spoleto,Spoleto
b_sponheim,Sponheim
b_sprimont,Sprimont
b_sprunga,Sprunga
b_squillace,Squillace
b_srebenik,Srebnik
b_srem_wielkopolska,Srem
b_sremska_mitrovica,Dmitrovica
b_st_albans,St Albans
b_st_andrews,St Andrews
b_st_briavels,St Briavels
b_st_brieuc,Saint-Brieuc
b_st_die,Die
b_st_gildas,Saint-Gildas
b_st_gimignano,Gimignano
b_st_helier,St Helier
b_st_hubert,Saint Hubert
b_st_ives,St Ives
b_st_kentigern,St Kentigern
b_st_ludgeri,Sankt Ludgeri
b_st_machar,St Machar
b_st_malo,Saint-Malo
b_st_marienstern,Sankt Marienstern
b_st_maximin,Saint Maximin
b_st_meen,Saint-Méen
b_st_michael,St Michael's Mount
b_st_michael_lunbeburg,Sankt Michael
b_st_michel,Saint-Michel
b_st_miniato,St Miniato
b_st_moluag,St Molaug
b_st_nazaire,Saint-Nazaire
b_st_pauls,St-Pauls
b_st_peter_port,St Peter Port
b_st_pol_de_leon,Saint-Pol-de-Léon
b_st_truiden,Saint Truiden
b_staarheim,Stoðrheimr
b_stablo,Stablo
b_stade,Stade
b_stadsbygd,Staðr
b_stafford,Stafford
b_staffrique,Sant Africa
b_stahlburg,Stahlburg
b_stalac,Stalac
b_stalbe,Stalbitera
b_stamford_lincolnshire,Stamford
b_stange,Stangir
b_stanjel,Stanjel
b_stans,Stans
b_stare_mesto,Stare Mesto
b_staremesto,Staremesto
b_stargard_pommern,Stargard
b_starhemberg,Starhemberg
b_stari_ras,Ras
b_starica,Starica
b_starivyrky,Vyr
b_starkenberg,Starkenberg
b_staro_nagoricane_monestary,Nagoricino
b_staro_shangskoye,Shangskoye
b_starobilsk,Bel'skiy
b_starodub_chernigov,Starodub
b_starodubvockij,Starodub-Vodskiy
b_starogardgdansk,Starogard
b_stary_oskol,Vskol'
b_staryaladoga,Ladoga
b_staryichortoryisk,Cartorijsk
b_stassfurt,Stassfurt
b_stauf,Stauf
b_staufen,Staufen
b_stauffenberg,Stauffenberg
b_stavoren,Stavoren
b_stavrovouni,Hierà Monè Staurobouníou
b_stbertrand,Sent Bertran
b_stblaisen,Sankt Blaisen
b_stbrisson,Saint-Brisson
b_stdanielsyria,Breij
b_stdenis,Saint-Denis
b_steftimi,Steftimi
b_stege,Stighsburgh
b_steigar,Steigar
b_stein,Stein
b_steine,Stiklarstaðir
b_steinfeld,Steinfeld
b_steinfurt,Steinfurt
b_steinkjer,Steinker
b_steinmahos,Stanimaka
b_stenay,Stenay
b_stenberga,Stenberga
b_stendal,Stendal
b_stenicnjak,Stenicnjak
b_stepan,Stepan'
b_sternberg,Sternberg
b_sternbergprague,Šternberka
b_sternstein,Sternstein
b_sterzkholmsky,Sterz
b_stetten,Stetten
b_stettin,Stettin
b_steyr,Steyr
b_stflour,Saint Flour
b_stgallen,Sankt Gallen
b_stgaudens,Sent Gaudenç
b_stgermains,St Germans
b_sthilarion,Hágios Hilaríon
b_sthlanitza,Sthlanitza
b_sticciano,Sticciano
b_stift_sankt_peter,Sankt Peter
b_stimier,Stimier
b_stinche,Stinche
b_stip,Štip
b_stleonard,Sent Liunard
b_stmaurice,Saint Maurice
b_stobo,Stobo
b_stocksund,Stocksund
b_stockton_on_tees,Stoketon
b_stoele,Stuðla
b_stogursey,Stoke Courcy
b_stolac,Vidozi
b_stolobny,Nilov
b_stolpe,Stolpe
b_ston,Ston
b_stonehaven,Stonehaven
b_stormoen,Stafr
b_stornoway,Stornoway
b_stotel,Stotel
b_stow,Stow
b_stow_of_wedale,Stow of Wedale
b_stpaphnutiusmonestary,St. Paphnutius
b_stpolten,Sankt Pölten
b_stralsund,Stralsund
b_strassberg,Strassberg
b_strassburg,Strassburg
b_strattlingen,Strättlingen
b_straubing,Straubing
b_straupe,Roop
b_strehaia,Strehaia
b_stresin,Stresin
b_stribo,Stribo
b_strijen,Strijen
b_strobilos,Strobilos
b_stromburg,Stromburg
b_strpce,Štrpce
b_strumica,Strumica
b_strunino,Strunino
b_stryj,Stryy
b_stryzhava,Strezhev
b_strzelce_opolskie,Strzelce
b_strzelno,Strzelno
b_stsauveur,Sent Sauvador
b_stubenberg,Stubenberg
b_studenica,Studenica
b_stuhlingen,Stuhlingen
b_stumpenhusen,Stumphusen
b_stuttgart,Stuttgart
b_suar,Suvar
b_subakh,Subakh
b_subaytila,Subaytíla
b_subiaco,Subiaco
b_sublaion,Sublaion
b_sudeley,Sudeley
b_sudislavl,Sudislav
b_sudovavyshnia,Visnja
b_suepplingenburg,Süpplingenburg
b_suez,Suez
b_sugrov,Sugrov
b_suhravard,Suhravard
b_suitia,Svidja
b_sukawand,Sukáwand
b_sukdak,Sougdaía
b_sul,Sula
b_sulci,Sulci
b_sulejow,Sulejów
b_sulz,Sulz
b_sulzbach,Sulzbach
b_sumberk,Sumberk
b_sumeg,Sümeg
b_sunzha,Sunzha
b_supetar,Supetar
b_supino,Supino
b_suq_ibrahim,Suq Ibráhím
b_sur_masirah,Sur Masíra
b_sura,Súra
b_surami,Surami
b_surany,Surány
b_surbkhach,Surb Khach
b_surgeres,Surgères
b_surman,Surman
b_surparakelots,Surp Arakelots
b_surpasdvadzadzin,Surp Asdvadzadzin
b_surpgevork,Surp Gevork
b_surpgrigor,Surp Grigor
b_surpmarineh,Surp Marineh
b_surpstephanos,Surp Stephanos
b_sus-khuzestani,Sús
b_susa,Susa
b_susabenghazi,Súsa
b_sutjeska,Zoruka
b_sutkend,Sutkend
b_sutri,Sutri
b_sutuco,Sutuco
b_suyab,Suyab
b_suzdal,Suzdal
b_suzivanovo,Ivanovo
b_suzstarodub,Starodub
b_svarteborg,Svartrborg
b_sveg,Sveigr
b_svencionys,Svencionys
b_svendborg,Swineburgh
b_svenneby,Svenneby
b_sventoji,Šventoji
b_sverresborg,Sverrirborg
b_svetispas,Svetispas
b_svetitskhoveli,Svetitskhoveli
b_sviatohirsk,Bannovskoe
b_sviyazhsk,Zöyä
b_svjatopolc,Svyatopolk
b_svrljig,Svrljig
b_swansea,Swansea
b_swidnica,Swidnica
b_swiebodzi,Swiebodzi
b_sychyovka,Sychyovka
b_syganak,Syganak
b_synaos,Synaos
b_synnada,Synnada
b_syracusa,Syracusa
b_syralrabbah,Al-Rabbah
b_syrarandal,Arandal
b_syrbelfort,Belfort
b_syrbelmont,Belmont
b_syrcaco,Caco
b_syrcarmel,Carmel
b_syrdibban,Dibban
b_syrmontfort,Monfort
b_syros,Syros
b_syrsebastia,Sebaste
b_syrsebbe,Sébbe
b_syrsegor,Segor
b_syrte,Syrte
b_syrtripoli,Tripolis
b_syvolozh,Vsevoloz
b_syzran,Syzran
b_szabolcs,Szabolcs
b_szakolca,Szakolca
b_szarvko,Szarvkö
b_szatmarvar,Szatmár
b_szcerbrzeszyn,Sutejsk
b_szczyrzycz,Szczyrzycz
b_szeged,Szeged
b_szeghalom,Szeghalom
b_szejesfehervar,Székesfehérvár
b_szekelyhid,Székelyhíd
b_szekszard,Szekszárd
b_szendrovar,Szendrõvár
b_szentendre,Szentendre
b_szentgrot,Szentgrót
b_szentmaratonhegy,Szent Máraton-Hegy
b_szepesbela,Szepesbéla
b_szepesvaralja,Szepesváralja
b_szerencs,Szerencs
b_szigetvar,Szigetvár
b_szobranc,Szobránc
b_szony,Szöny
b_szrensk,Szrensk
b_sztum,Stuhm
b_szvuine,Szvuine
b_taarnborg,Thornburgh
b_taba,Taba
b_tabalbala,Tabalbala
b_tabara,Tábara
b_tabarqa,Tabarqa
b_tabarsaran,Tabarsaran
b_tabary,Tabary
b_tabas,Tabas
b_tabassa,Tabassa
b_tabat,Tabat
b_tabelbalet,Tabelbalet
b_tabna,Tabna
b_tabon,Tabon
b_tabou,Tabou
b_tadallis,Tadallís
b_tadjoura,Tadjoura
b_tadjrift,Tadjríft
b_tadmekka,Tadmekka
b_tafalla,Tafalla
b_tafila,Taphila
b_tagali,Tagali
b_taghaza,Tagháza
b_taghjizat,Tághjízat
b_taghyart,Taghyart
b_tagliacozzo,Tagliacozzo
b_tagrit,Takrit
b_taha,Tahá
b_tahiriyya,Táhiriyya
b_tahoua,Tahoua
b_tain,Tain
b_tak,Ták
b_tak_sistan,Táq
b_takarkert,Takarkert
b_takedda,Takedda
b_takrart,Tákrárt
b_takrur,Takrur
b_takyus,Takyús
b_talas_anatolia,Dalassa
b_talas_talas,Talas
b_talavera,Talavera
b_taldom,Taldom
b_talekan,Tálekán
b_taleqan,Táleqán
b_talgarth,Talgarth
b_tallafar,Tall Afar
b_tallin,Reval
b_tallmazwan,Tall Mazwan
b_talsi,Talsen
b_talyllychau,Talyllychau
b_tamanrasset,Tamanrasset
b_tamasi,Tamási
b_tamassos,Tamassos
b_tamchakett,Tamchakett
b_tamdult,Tamdult
b_tamentit,Tamentit
b_tammisha,Tammisha
b_tamran,Tamrán
b_tamsaman,Tamsámán
b_tamulast,Támúlast
b_tamworth,Tamworth
b_tamzawa,Tamzáwa
b_tanas,Tanas
b_tanberg,Þornberg
b_tancarvilla,Tancarvilla
b_tangermunde,Tangermünde
b_tangiers,Tanja
b_taning,Taning
b_tanjaparakhou,Tanjaparakhou
b_tankasi,Tankasi
b_taormina,Taormina
b_taoro,Taoro
b_taoudeni,Tawdeni
b_tapiau,Tapiau
b_tapolcsany,Tapolcsány
b_tara_meath,Tara
b_tara_omsk,Tara
b_tarancon,Tarancón
b_taranto,Taranto
b_tarashcha,Torchesk
b_taraz,Taraz
b_tarazona,Tarazona
b_targotrotus,Târgo Trotus
b_targoviste,Târgoviste
b_targu_frumos,Târgu Frumos
b_targujiu,Târgu Jiu
b_tarhan,Tarhán
b_tarifa,Tarifa
b_tarim,Tarim
b_tarimhadramaut,Tarim
b_tarki,Tarki
b_tarnovo,Tarnovgrad
b_tarnow,Tarnów
b_tarouca,Tarouca
b_taroudaut,Tarudant
b_tarqi,Tarqi
b_tarragona,Tarragona
b_tarshiha,Terschia
b_tarsia,Tarsia
b_tarsia_calabria,Tarsia
b_tarsos,Tarsos
b_tartas,Tartàs
b_tartu,Dorpat
b_tartuq,Tartuq
b_tarusa,Tarusa
b_tarvastu,Tarwast
b_tasgimut,Tasgimut
b_tassarahla,Tassarahla
b_tassawa,Tassawa
b_tata,Tata
b_tatahungary,Tata
b_tataouine,Tataouine
b_tatev,Tatew
b_tatintal,Tatintal
b_taunton,Taunton
b_taurage,Tauragé
b_tauragnai,Tauragnai
b_taursit,Taursit
b_tavaris,Tavaris
b_tavia,Tavia
b_tavira,Tavira
b_tavistock,Tavistock
b_tavush,Tavush
b_tavvadj,Tavváj
b_tawam,Tawam
b_tawurgha,Táwurghá
b_taxis,Taxis
b_taza,Tázá
b_tazerbo,Tazerbo
b_tazwir,Tawzar
b_tbilisi,Tbilisi
b_teano,Teano
b_teck,Teck
b_tecklenburg,Tecklenburg
b_tecuci,Tecuci
b_tegerfelden,Tegerfelden
b_tegernsee,Tegernsee
b_tehouda,Tahúda
b_tekor,Tekor
b_telavi,Telavi
b_telde,Telde
b_telge,Telje
b_telkibanya,Telkibánya
b_tellhaftun,Tell Haftun
b_telmissos,Makri
b_temenothyrai,Temenouthyrai
b_temesvar,Temesvár
b_temnikov,Temnikov
b_temougouet,Temudjet
b_tempelburg,Tempelburg
b_templarlacavalerie,La Cavalariá
b_templehouse,Temple House
b_temryk,Tumnev
b_tenda,Tenda
b_tendrara,Tendrara
b_tephrike,Tephrike
b_tepla,Tepla
b_teplice,Teplice
b_teplice_hre,Teplice
b_tera,Tera
b_teramo,Teramo
b_terebovl,Terebovl
b_terek,Terk
b_termesdarmagnac,Tèrmis
b_termini,Termini
b_terni,Terni
b_ternopil,Ternopil
b_terracina,Terracina
b_terralba,Terralba
b_terraube,Terrauba
b_teruel,Teruel
b_tervete,Hofzumberg
b_tesanj,Tešanj
b_tesovnogorod,Tësov
b_tespina,Tsepina
b_tetchick_ev,Tetchick-ev
b_tetenbull,Thedinbole
b_teterin,Teterin
b_tetouan,Titáwán
b_tetyushi,Tätesh
b_tewkesbury,Tewkesbury
b_thame,Thame
b_thannhausen,Thannhausen
b_tharros,Tharros
b_thebasion,Thebasion
b_thebes,Thebai
b_theodasia,Kaphas
b_theodosiopolis,Karin
b_thera,Thera
b_thesedessa,Vodená
b_thessaloniki,Thessaloníke
b_thetford,Thetford
b_thiers,Thiers
b_thierstein,Thierstein
b_thilerstane,Thilerstane
b_thilogne,Thilogne
b_thineghir,Tinghir
b_thionville,Thionville
b_thisted,Thiudstath
b_thiviers,Tivier
b_thoire,Thoire
b_tholen,Tholen
b_tholey,Tholey
b_thorn,Torun
b_thorn_gelre,Thorn
b_thorney,Thorney
b_thorso,Þórshof
b_threave,Threave
b_thula,Thula
b_thurso,Thurso
b_thyateira,Thyateira
b_thyraia,Thyraia
b_tiaret,Táhart
b_tiberias,Tiberias
b_tichitt,Tichitt
b_tickhill,Tickhill
b_tickhillcastle,Blythe
b_tida,Tida
b_tiel,Tiel
b_tienen,Tienen
b_tierberg,Tierberg
b_tigheci,Tigheci
b_tighina,Tighina
b_tigre,Tigre
b_tihany,Tihany
b_tikhvin,Prechistensky
b_tilghemt,Tilghemt
b_till,Till
b_tillaberi,Tillaberi
b_tilze,Tilze
b_timahoe,Timahoe
b_timanissao,Timanissao
b_timbuktu,Timbuktu
b_timerevo,Timerevo
b_timmi,Timmi
b_tinchebray,Tinchebray
b_tindemira,Tindemíra
b_tindouf,Tindouf
b_tingelstad,Þengilstaðir
b_tingi,Tingi
b_tinis,Tinnís
b_tinmallal,Tinmallal
b_tinmel,Tinmel
b_tintagel,Tintagel
b_tion,Tion
b_tios,Tios
b_tipperary,Tipperary
b_tirakka,Tirakka
b_tiranshah,Tiranshah
b_tiri,Tírí
b_tirka,Tirka
b_tirmidh,Termez
b_tirol,Tirol
b_tismana,Tismana
b_tiszaujalak,Tiszaújalak
b_titel,Titel
b_tivoli,Tivoli
b_tiz,Tíz
b_tizzano,Tizzano
b_tjarksena,Tjarksena
b_tjoetta,Tjøtta
b_tlemcen,Tilimsán
b_tmogvi,Tmogvi
b_tmutarakan,Tamatarkha
b_tobarra,Tobarra
b_tobol,Tobol
b_tobruk,Tobruk
b_todi,Todi
b_toerring,Törring
b_toggenburg,Toggenburg
b_tokaj,Tokaj
b_toksovo,Toksovo
b_toladie,Toladie
b_toledo,Toledo
b_tolemora,Tolemora
b_tolentino,Tolentino
b_tolga,Tolga
b_tolisa,Tolisa
b_tolkmicko,Tolkemit
b_tolna,Tolnavár
b_tolosa,Tolosa
b_tomakiv,Tomakov
b_tomar,Tomar
b_tomarp,Tummethorp
b_tomelloso,Tomelloso
b_tonbridge,Tonbridge
b_tonder,Tundær
b_tondrak,Tondrak
b_tongeren,Tongeren
b_tongerlo,Tongerlo
b_tonnerre,Tonnerre
b_tonningfriesland,Thynning
b_tonsberg,Túnsberg
b_toolse,Tolsburg
b_toompea,Domberg
b_topcliffe,Topcliffe
b_toprakkale,Toprakkale
b_topusko,Topusko
b_torcello,Torcello
b_torcsvar,Törcsvár
b_torda,Torda
b_tordesillas,Tordesillas
b_toreida,Treiden
b_torgar,Torgar
b_torgau,Torgau
b_torhout,Torhout
b_tori,Tori
b_torino,Torino
b_torksey,Torksey
b_toro,Toro
b_torokkanizsa,Tórok Kanisza
b_toropets,Toropets
b_torredemoncorvo,Torre de Moncorvo
b_torremolinos,Torremolinos
b_torrent,Torrent
b_torres_novas,Torres Novas
b_torres_vedras,Torres Vedras
b_torrette,Torrette
b_torroellademontgri,Torroella de Montgrí
b_torsnes,Þórsnes
b_tortoli,Tortoli
b_tortona,Tortona
b_tortosa,Tortosa
b_tortumi,Tortum
b_torzhok,Torzhok
b_torzym,Sternberg an der Oder
b_totma,Tot'ma
b_totnes,Totnes
b_totsovar,Tótsóvár
b_toul,Toul
b_toulon,Toulon
b_toulouse,Tolosoa
b_tourcoing,Tourcoing
b_tourdesarchives,Vernon
b_tournel,Tornèl
b_tournon,Tornon
b_tower_of_london,White Tower
b_towerofdavid,Tour de David
b_tracylemont,Trapiacus
b_traianopolis,Traianoupolis
b_trakai,Trakai
b_trakaiislandcastle,Traku salos
b_tralee,Tralee
b_tralleis,Tralleis
b_tramacastilla,Tramacastilla
b_trancoso,Trancoso
b_trani,Trani
b_transfiguration_monestary_tarnovo,Sveto Preobrazhenie Gospodne
b_trapani,Trapani
b_trapezous,Trapezous
b_traun,Traun
b_traunstein,Traunstein
b_trausnitz,Trausnitz
b_travale,Travale
b_travemunde,Travemünde
b_traversara,Traversara
b_travnik,Travnik
b_trazak,D'razark
b_trebic,Trebic
b_trebinje,Trebinje
b_trebnje,Treffen
b_trefynwy,Trefynwy
b_tregaron,Tregaron
b_treguier,Tréguier
b_trelleborg,Threlæburgh
b_trematon,Trematon
b_tremp,Tremp
b_trencsen,Trencsén
b_trento,Trient
b_treon,Tréon
b_treptow,Treptow
b_trescavac,Trescavac
b_trets,Trets
b_treviso,Treviso
b_treysa,Treysa
b_trezzo,Trezzo
b_triberg,Triberg
b_tricarico,Tricarico
b_trier,Trier
b_triest,Trieste
b_trihalet,Trihalet
b_trikala,Trikala
b_trikata,Trikaten
b_trimburg,Trimburg
b_tring,Tring
b_tripolischaldea,Tripolis
b_tripolitsa,Drobolitsa
b_trivento,Trivento
b_trogir,Trogir
b_troia,Troia
b_troitsegledenskymonastery,Troitse-Gledensky
b_tromoey,Þruma
b_tromsoe,Troms
b_trondenes,Trondenes
b_trondheim,Niðaróss
b_tronosa,Tronoša
b_trosenj,Trošenj
b_trotternish,Trotternish
b_troyes,Troyes
b_trsat,Trsat
b_trub,Trub
b_trubchevsk,Trubetsk
b_truhendingen,Truhendingen
b_trujillo,Trujillo
b_truro,Truro
b_trussio,Trussio
b_tryavna,Trnava
b_trypillya,Trepol'
b_trzebnica,Trzebnica
b_trzemezno,Trzemeszno
b_tsageri,Tsageri
b_tsakhur,Tsakhur
b_tsalenjikha,Tsalenjikha
b_tsaritsyn,Sary Su
b_tsawa,Tsawa
b_tsikhegoji,Tsikhegoji
b_tsikhisdziri,Tsikhisdziri
b_tsimlyansk,Al-Bayda
b_tsivislsk,Tsivilsk
b_tskhoumi,Tskhumi
b_tsna,Tambov
b_tsolakert,Tsolakert
b_tsunda,Tsunda
b_tsurtav,Tsurtav
b_tuaida,Tuaida
b_tuba,Qasr Tuba
b_tubingen,Tübingen
b_tuchel,Tuchel
b_tuczno,Tuczno
b_tudela,Tudela
b_tudorzerkij,Tudorzerkij
b_tuggurt,Tuggurt
b_tughlakabad,Tughlakabad
b_tukkurt,Tukkurt
b_tukums,Tuckum
b_tula,Tula
b_tulcea,Tulitsa
b_tulle,Tula
b_tulln,Tulln
b_tulmaytath,Tulmaytha
b_tum,Tum
b_tumbus,Tumbus
b_tummo,Tummo
b_tun,Tún
b_tunbeja,Tunbeja
b_tunis,Túnis
b_tunket,Túnket
b_turdossin,Turdossin
b_turenne,Torrna
b_turgay,Turgay
b_turi,Turgel
b_turiisk,Turijsk
b_turku,Åbo
b_turnberry,Turnberry
b_turnhout,Turnhout
b_turnu,Turnu
b_turnullunidoanca,Turnulluni Doanca
b_turocszenmarton,Turócszenmárton
b_turov,Turov
b_turra,Turra
b_turunku,Turunku
b_tus,Tús
b_tuscullum,Tuscullum
b_tustar,Tustar
b_tutaev,Tutaev
b_tutbury,Tutbury
b_tuxcin,Tuxcin
b_tuy,Tuy
b_tver,Tver
b_tvergorodok,Gorodok
b_tyana,Tyana
b_tyddewi,Tyddewi
b_tykhomel,Tihomel'
b_tykocin,Tykocin
b_tyniec,Tyniec
b_tyrnavos,Ternavos
b_tysmenytsya,Tysmenica
b_tywyn,Tywyn
b_tzamandos,Tzamandos
b_tzanikha,Argyropólis
b_tzouroulos,Tzouroulos
b_ubeda,Úbeda
b_uberlingen,Uberlingen
